id,localidad,pais,temperatura_fahrenheit,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
1518,Belen,Colombia,85.1,2024-01-20,Total,9.3,1005.2,8.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1519,Castilla,Colombia,75.74000000000001,2024-01-17,Total,5.9,1017.3,3.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1520,Aranjuez,Colombia,86.0,2024-01-21,Total,4.2,1007.9,8.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1521,Castilla,Colombia,69.80000000000001,2024-01-11,Parcial,7.7,1016.7,5.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1522,Belen,Colombia,74.66,2024-01-18,Total,10.5,1007.7,12.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1523,Laureles,Colombia,73.4,2024-01-12,Total,3.9,1023.7,12.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1524,Buenos Aires,Colombia,60.980000000000004,2024-01-15,Total,2.4,1007.0,7.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1525,Aranjuez,Colombia,93.02,2024-01-19,Total,1.4,1020.3,14.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1526,El Poblado,Colombia,63.5,2024-01-13,Total,7.7,1001.8,3.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1527,Laureles,Colombia,84.2,2024-01-16,Mínima,5.4,1021.5,2.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1528,El Poblado,Colombia,80.78,2024-01-17,Parcial,2.1,1014.5,8.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1529,Aranjuez,Colombia,84.56,2024-01-20,Total,1.1,1017.6,11.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1530,Aranjuez,Colombia,62.78,2024-01-19,Total,10.8,1003.0,0.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1531,Aranjuez,Colombia,78.08000000000001,2024-01-21,Total,7.3,1011.3,14.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1532,El Poblado,Colombia,70.16,2024-01-20,Total,8.3,1005.7,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1533,Buenos Aires,Colombia,78.25999999999999,2024-01-22,Parcial,5.9,1024.9,7.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1534,Castilla,Colombia,73.94,2024-01-23,Total,0.1,1015.2,2.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1535,El Poblado,Colombia,65.48,2024-01-21,Total,3.6,1002.0,11.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1536,Aranjuez,Colombia,67.46000000000001,2024-01-22,Total,2.9,1014.1,4.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1537,Laureles,Colombia,71.06,2024-01-14,Parcial,0.9,1002.0,7.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1538,Aranjuez,Colombia,91.94,2024-01-22,Total,10.8,1020.2,8.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1539,Laureles,Colombia,65.66,2024-01-23,Total,2.4,1002.1,0.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1540,Belen,Colombia,89.78,2024-01-21,Mínima,4.8,1022.5,0.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1541,Robledo,Colombia,59.36,2024-01-23,Total,0.1,1018.0,5.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1542,Robledo,Colombia,72.86,2024-01-22,Total,0.8,1000.2,14.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1543,Robledo,Colombia,93.2,2024-01-18,Mínima,8.2,1002.4,2.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1544,Belen,Colombia,86.18,2024-01-15,Total,3.1,1010.7,8.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1545,Laureles,Colombia,70.7,2024-01-23,Parcial,7.5,1000.3,6.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1546,El Poblado,Colombia,83.48,2024-01-16,Mínima,4.1,1002.4,1.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1547,Belen,Colombia,80.96000000000001,2024-01-21,Total,1.6,1006.0,13.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1548,Robledo,Colombia,71.24000000000001,2024-01-24,Total,2.2,1017.7,10.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1549,Aranjuez,Colombia,74.66,2024-01-17,Total,5.8,1012.1,4.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1550,Castilla,Colombia,65.48,2024-01-18,Total,6.3,1009.0,8.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1551,Laureles,Colombia,63.68000000000001,2024-01-22,Total,1.6,1014.5,0.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1552,Castilla,Colombia,60.8,2024-01-24,Total,6.4,1001.8,10.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1553,Belen,Colombia,89.6,2024-01-25,Mínima,6.0,1008.5,4.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1554,Laureles,Colombia,60.44,2024-01-25,Total,2.3,1018.8,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1555,Robledo,Colombia,85.1,2024-01-23,Total,6.1,1010.7,12.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1556,Robledo,Colombia,70.7,2024-01-24,Total,2.6,1006.0,10.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1557,Laureles,Colombia,78.80000000000001,2024-01-19,Total,3.6,1009.7,13.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1558,Castilla,Colombia,78.80000000000001,2024-01-19,Total,2.7,1007.0,10.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1559,Aranjuez,Colombia,71.42,2024-01-24,Total,4.4,1019.2,12.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1560,Buenos Aires,Colombia,62.78,2024-01-26,Total,3.8,1014.1,12.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1561,Laureles,Colombia,60.980000000000004,2024-01-26,Total,9.9,1006.3,3.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1562,Buenos Aires,Colombia,64.22,2024-01-27,Total,2.6,1022.0,1.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1563,Aranjuez,Colombia,78.25999999999999,2024-01-24,Parcial,10.5,1010.2,7.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1564,Aranjuez,Colombia,76.46000000000001,2024-01-25,Total,9.4,1016.1,11.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1565,Robledo,Colombia,73.22,2024-01-20,Total,3.4,1011.0,13.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1566,Laureles,Colombia,79.52,2024-01-28,Total,3.1,1009.7,4.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1567,Aranjuez,Colombia,92.48,2024-01-27,Mínima,7.0,1004.7,0.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1568,Laureles,Colombia,63.31999999999999,2024-01-21,Total,9.0,1012.0,7.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1569,Belen,Colombia,70.52,2024-01-28,Parcial,0.9,1008.8,9.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1570,Robledo,Colombia,68.53999999999999,2024-01-20,Parcial,1.9,1010.5,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1571,Robledo,Colombia,70.16,2024-01-21,Parcial,8.2,1010.4,5.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1572,Aranjuez,Colombia,80.06,2024-01-22,Total,2.9,1009.3,2.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1573,Aranjuez,Colombia,68.53999999999999,2024-01-26,Total,9.5,1006.5,13.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1574,Belen,Colombia,67.64,2024-01-25,Total,9.1,1000.3,7.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1575,Aranjuez,Colombia,77.18,2024-01-26,Total,3.3,1025.0,0.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1576,Belen,Colombia,76.28,2024-01-23,Total,1.6,1016.9,10.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1577,El Poblado,Colombia,76.46000000000001,2024-01-27,Total,5.6,1024.0,2.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1578,Buenos Aires,Colombia,81.68,2024-01-25,Total,6.1,1016.1,2.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1579,Belen,Colombia,70.88,2024-01-28,Total,0.1,1008.0,3.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1580,Robledo,Colombia,90.86000000000001,2024-01-22,Total,10.3,1018.6,13.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1581,Aranjuez,Colombia,91.4,2024-01-23,Mínima,6.0,1007.4,2.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1582,El Poblado,Colombia,71.78,2024-01-29,Parcial,1.0,1020.0,9.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1583,El Poblado,Colombia,89.96000000000001,2024-01-29,Total,5.5,1002.5,6.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1584,Belen,Colombia,60.08,2024-01-27,Total,2.2,1005.6,9.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1585,Buenos Aires,Colombia,93.38,2024-01-24,Mínima,0.2,1014.9,2.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1586,Castilla,Colombia,88.7,2024-01-26,Total,0.8,1000.8,5.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1587,El Poblado,Colombia,86.36,2024-01-25,Mínima,6.1,1016.5,3.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1588,Robledo,Colombia,66.38,2024-01-30,Total,6.3,1010.6,14.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1589,Buenos Aires,Colombia,92.12,2024-01-31,Mínima,4.2,1007.7,2.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1590,Aranjuez,Colombia,75.92,2024-01-29,Total,5.9,1018.1,3.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1591,Aranjuez,Colombia,89.06,2024-01-26,Total,2.6,1014.6,13.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1592,Laureles,Colombia,63.86,2024-01-30,Total,5.0,1010.5,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1593,Laureles,Colombia,81.14,2024-01-31,Total,10.6,1012.7,1.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1594,Buenos Aires,Colombia,77.18,2024-01-28,Parcial,10.3,1005.9,8.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1595,Belen,Colombia,69.25999999999999,2024-01-24,Total,8.0,1014.6,2.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1596,Aranjuez,Colombia,84.38,2024-02-01,Total,4.7,1005.4,13.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1597,Buenos Aires,Colombia,81.14,2024-01-30,Total,0.2,1021.1,1.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1598,Laureles,Colombia,59.72,2024-02-01,Total,5.8,1006.9,2.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1599,El Poblado,Colombia,67.82,2024-01-31,Total,2.3,1012.9,10.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1600,Laureles,Colombia,78.08000000000001,2024-01-27,Total,4.0,1014.1,4.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1601,El Poblado,Colombia,74.30000000000001,2024-01-01,Total,9.6,1016.1,1.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1602,Belen,Colombia,70.52,2024-01-01,Total,8.7,1012.5,13.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1603,Buenos Aires,Colombia,86.72,2024-01-01,Total,1.9,1010.6,7.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1604,Castilla,Colombia,80.06,2024-01-01,Total,4.7,1009.3,10.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1605,Castilla,Colombia,63.31999999999999,2024-01-02,Total,6.8,1003.1,2.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1606,Aranjuez,Colombia,62.06,2024-01-01,Total,7.4,1000.0,5.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1607,Robledo,Colombia,71.96000000000001,2024-01-02,Parcial,8.0,1006.7,7.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1608,Buenos Aires,Colombia,62.6,2024-01-01,Total,0.7,1015.3,11.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1609,Belen,Colombia,88.7,2024-01-02,Total,4.9,1015.8,6.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1610,Laureles,Colombia,70.88,2024-01-02,Parcial,5.3,1001.0,6.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1611,Robledo,Colombia,72.14,2024-01-01,Total,7.8,1010.1,2.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1612,Aranjuez,Colombia,60.08,2024-01-03,Total,4.9,1003.2,1.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1613,Laureles,Colombia,72.86,2024-01-04,Total,8.5,1007.4,13.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1614,Buenos Aires,Colombia,81.86,2024-01-03,Parcial,9.8,1018.1,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1615,Robledo,Colombia,86.18,2024-01-02,Total,9.1,1010.3,14.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1616,Robledo,Colombia,79.16,2024-01-04,Total,3.0,1023.5,11.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1617,Belen,Colombia,68.18,2024-01-02,Parcial,6.4,1019.3,9.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1618,El Poblado,Colombia,73.75999999999999,2024-01-03,Total,0.9,1019.6,13.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1619,El Poblado,Colombia,85.82,2024-01-04,Total,8.0,1008.8,10.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1620,Buenos Aires,Colombia,71.96000000000001,2024-01-02,Parcial,7.4,1022.8,5.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1621,Laureles,Colombia,93.02,2024-01-05,Mínima,8.8,1012.4,3.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1622,Aranjuez,Colombia,61.519999999999996,2024-01-06,Total,9.9,1014.2,8.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1623,Castilla,Colombia,80.6,2024-01-05,Total,4.2,1008.5,3.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1624,Robledo,Colombia,64.22,2024-01-06,Total,6.3,1007.5,14.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1625,Castilla,Colombia,68.18,2024-01-03,Total,5.0,1000.6,0.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1626,Robledo,Colombia,61.34,2024-01-04,Total,4.4,1007.5,0.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1627,Laureles,Colombia,80.78,2024-01-03,Parcial,0.3,1021.2,7.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1628,El Poblado,Colombia,68.72,2024-01-05,Total,10.4,1000.8,10.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1629,Laureles,Colombia,68.36,2024-01-06,Parcial,3.7,1005.9,7.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1630,Laureles,Colombia,71.78,2024-01-03,Total,10.8,1005.8,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1631,Belen,Colombia,59.900000000000006,2024-01-07,Total,7.1,1021.9,11.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1632,Castilla,Colombia,66.38,2024-01-04,Total,0.1,1003.3,0.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1633,Buenos Aires,Colombia,59.18,2024-01-05,Total,0.2,1019.5,1.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1634,Castilla,Colombia,64.03999999999999,2024-01-03,Total,8.9,1004.7,13.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1635,El Poblado,Colombia,68.36,2024-01-07,Total,10.6,1020.3,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1636,Robledo,Colombia,74.66,2024-01-04,Total,8.3,1014.6,3.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1637,Aranjuez,Colombia,82.4,2024-01-08,Parcial,5.9,1009.0,9.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1638,Castilla,Colombia,62.42,2024-01-07,Total,0.7,1017.0,6.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1639,Buenos Aires,Colombia,87.98,2024-01-09,Total,3.4,1008.0,12.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1640,El Poblado,Colombia,60.980000000000004,2024-01-06,Total,4.7,1024.9,0.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1641,Robledo,Colombia,83.30000000000001,2024-01-10,Total,9.8,1002.8,8.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1642,Robledo,Colombia,86.53999999999999,2024-01-07,Total,7.6,1004.2,8.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1643,Belen,Colombia,88.34,2024-01-08,Total,6.0,1010.4,6.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1644,Laureles,Colombia,60.44,2024-01-09,Total,8.2,1014.1,7.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1645,El Poblado,Colombia,67.64,2024-01-08,Total,2.9,1016.5,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1646,Belen,Colombia,79.34,2024-01-11,Parcial,6.6,1008.9,9.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1647,Castilla,Colombia,78.08000000000001,2024-01-10,Parcial,3.8,1017.7,8.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1648,Aranjuez,Colombia,87.25999999999999,2024-01-05,Total,5.7,1008.7,6.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1649,Buenos Aires,Colombia,66.2,2024-01-08,Total,10.2,1005.5,12.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1650,El Poblado,Colombia,73.94,2024-01-09,Total,0.3,1007.7,10.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1651,El Poblado,Colombia,62.78,2024-01-06,Total,6.8,1002.7,3.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1652,Buenos Aires,Colombia,69.80000000000001,2024-01-07,Total,3.2,1019.8,0.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1653,Laureles,Colombia,78.62,2024-01-05,Total,7.2,1021.0,2.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1654,Castilla,Colombia,93.74,2024-01-12,Mínima,8.5,1018.3,0.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1655,Robledo,Colombia,82.22,2024-01-13,Total,9.8,1024.2,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1656,Belen,Colombia,72.32,2024-01-06,Total,0.2,1024.1,14.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1657,Castilla,Colombia,59.900000000000006,2024-01-09,Total,0.4,1010.3,5.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1658,Castilla,Colombia,88.7,2024-01-07,Total,7.6,1008.7,12.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1659,Belen,Colombia,78.44,2024-01-10,Total,1.0,1012.6,14.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1660,Belen,Colombia,82.22,2024-01-11,Total,7.4,1009.8,10.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1661,Belen,Colombia,86.18,2024-01-10,Total,3.5,1020.6,9.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1662,Aranjuez,Colombia,72.5,2024-01-08,Total,3.4,1004.5,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1663,Buenos Aires,Colombia,88.88,2024-01-14,Total,6.8,1007.8,14.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1664,Belen,Colombia,62.42,2024-01-11,Total,3.8,1020.3,13.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1665,Aranjuez,Colombia,93.2,2024-01-15,Total,7.6,1021.7,11.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1666,Robledo,Colombia,89.42,2024-01-04,Total,4.1,1013.4,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1667,Laureles,Colombia,78.80000000000001,2024-01-12,Total,4.5,1019.1,14.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1668,Aranjuez,Colombia,76.82,2024-01-12,Total,8.4,1021.0,3.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1669,El Poblado,Colombia,85.82,2024-01-09,Total,5.3,1024.4,8.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1670,El Poblado,Colombia,64.58000000000001,2024-01-10,Total,6.9,1012.9,0.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1671,Robledo,Colombia,84.74000000000001,2024-01-05,Total,2.9,1016.8,9.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1672,Buenos Aires,Colombia,93.56,2024-01-11,Mínima,5.4,1007.8,0.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1673,Belen,Colombia,89.78,2024-01-06,Total,0.2,1013.4,8.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1674,Aranjuez,Colombia,87.25999999999999,2024-01-13,Total,4.6,1003.7,8.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1675,El Poblado,Colombia,62.24,2024-01-16,Total,1.3,1011.8,10.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1676,Aranjuez,Colombia,72.86,2024-01-07,Parcial,3.9,1006.7,8.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1677,El Poblado,Colombia,79.34,2024-01-08,Total,10.9,1018.7,3.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1678,Aranjuez,Colombia,70.7,2024-01-14,Total,2.1,1007.1,13.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1679,Belen,Colombia,74.12,2024-01-15,Total,6.3,1022.0,13.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1680,Buenos Aires,Colombia,89.42,2024-01-13,Total,8.4,1007.2,8.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1681,Robledo,Colombia,67.28,2024-01-17,Total,4.3,1017.6,3.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1682,Laureles,Colombia,76.82,2024-01-12,Parcial,7.9,1024.9,8.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1683,Aranjuez,Colombia,85.82,2024-01-08,Total,2.2,1015.1,8.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1684,Laureles,Colombia,71.96000000000001,2024-01-11,Parcial,1.4,1002.7,9.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1685,Belen,Colombia,88.52,2024-01-18,Total,4.0,1001.7,13.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1686,Laureles,Colombia,94.82,2024-01-09,Total,9.8,1004.6,14.2,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1687,Aranjuez,Colombia,70.52,2024-01-10,Total,0.3,1010.3,13.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1688,Belen,Colombia,81.14,2024-01-11,Total,3.3,1002.4,13.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1689,Aranjuez,Colombia,89.42,2024-01-13,Mínima,6.0,1003.8,3.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1690,Robledo,Colombia,80.96000000000001,2024-01-14,Total,2.2,1006.2,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1691,Belen,Colombia,89.6,2024-01-16,Mínima,8.3,1004.9,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1692,Laureles,Colombia,78.44,2024-01-09,Total,9.5,1025.0,12.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1693,Robledo,Colombia,81.86,2024-01-10,Total,10.0,1012.5,12.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1694,Belen,Colombia,74.30000000000001,2024-01-17,Total,10.2,1005.3,12.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1695,Belen,Colombia,70.7,2024-01-14,Total,2.0,1010.8,14.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1696,El Poblado,Colombia,60.26,2024-01-12,Total,1.6,1023.9,8.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1697,Aranjuez,Colombia,64.22,2024-01-15,Total,6.8,1002.4,3.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1698,Buenos Aires,Colombia,69.44,2024-01-13,Total,9.7,1016.6,0.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1699,Belen,Colombia,78.80000000000001,2024-01-11,Parcial,8.4,1004.5,8.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1700,Aranjuez,Colombia,71.6,2024-01-12,Parcial,0.9,1017.3,9.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1701,Aranjuez,Colombia,62.24,2024-01-18,Total,4.8,1009.9,14.5,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1702,Laureles,Colombia,79.88,2024-01-13,Total,0.1,1008.8,3.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1703,Robledo,Colombia,79.34,2024-01-14,Parcial,7.1,1009.3,9.9,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1704,Buenos Aires,Colombia,69.80000000000001,2024-01-14,Total,9.5,1018.3,3.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1705,Belen,Colombia,74.66,2024-01-16,Total,5.4,1013.1,1.1,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1706,Buenos Aires,Colombia,61.34,2024-01-19,Total,7.0,1001.9,4.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1707,Laureles,Colombia,88.16,2024-01-15,Mínima,5.6,1007.9,1.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1708,Belen,Colombia,88.34,2024-01-15,Total,2.3,1002.1,5.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1709,Laureles,Colombia,71.6,2024-01-20,Total,1.8,1016.1,10.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1710,Laureles,Colombia,93.38,2024-01-12,Total,5.6,1015.2,11.8,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1711,Laureles,Colombia,70.16,2024-01-13,Total,7.0,1019.5,10.6,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1712,El Poblado,Colombia,81.5,2024-01-14,Total,4.8,1007.9,11.7,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1713,Laureles,Colombia,94.63999999999999,2024-01-15,Total,6.2,1021.7,11.0,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1714,Belen,Colombia,68.9,2024-01-19,Total,10.3,1002.1,14.3,2024-12-19 12:13:18,2024-12-19 12:13:18,,
1715,Robledo,Colombia,87.62,2024-01-20,Total,8.9,1008.8,12.4,2024-12-19 12:13:18,2024-12-19 12:13:18,,
