id,localidad,pais,temperatura,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
318,Belen,Colombia,29.5,2024-01-20 00:00:00,Total,9.3,1005.2,8.7,2024-12-19 12:09:56,2024-12-19 12:09:56,12.3,12.3
319,Castilla,Colombia,24.3,2024-01-17 00:00:00,Total,5.9,1017.3,3.8,2024-12-19 12:09:56,2024-12-19 12:09:56,6.100000000000001,6.100000000000001
320,Aranjuez,Colombia,30.0,2024-01-21 00:00:00,Total,4.2,1007.9,8.5,2024-12-19 12:09:56,2024-12-19 12:09:56,2.3000000000000007,2.3000000000000007
321,Castilla,Colombia,21.0,2024-01-11 00:00:00,Parcial,7.7,1016.7,5.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.3000000000000007,-1.3000000000000007
322,Belen,Colombia,23.7,2024-01-18 00:00:00,Total,10.5,1007.7,12.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.6000000000000014,-0.6000000000000014
323,Laureles,Colombia,23.0,2024-01-12 00:00:00,Total,3.9,1023.7,12.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.7,-8.7
324,Buenos Aires,Colombia,16.1,2024-01-15 00:00:00,Total,2.4,1007.0,7.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-18.1,-18.1
325,Aranjuez,Colombia,33.9,2024-01-19 00:00:00,Total,1.4,1020.3,14.1,2024-12-19 12:09:56,2024-12-19 12:09:56,10.399999999999999,10.399999999999999
326,El Poblado,Colombia,17.5,2024-01-13 00:00:00,Total,7.7,1001.8,3.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-17.0,-17.0
327,Laureles,Colombia,29.0,2024-01-16 00:00:00,Mínima,5.4,1021.5,2.0,2024-12-19 12:09:56,2024-12-19 12:09:56,11.399999999999999,11.399999999999999
328,El Poblado,Colombia,27.1,2024-01-17 00:00:00,Parcial,2.1,1014.5,8.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-7.699999999999996,-7.699999999999996
329,Aranjuez,Colombia,29.2,2024-01-20 00:00:00,Total,1.1,1017.6,11.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.1999999999999993,-3.1999999999999993
330,Aranjuez,Colombia,17.1,2024-01-19 00:00:00,Total,10.8,1003.0,0.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-16.799999999999997,-16.799999999999997
331,Aranjuez,Colombia,25.6,2024-01-21 00:00:00,Total,7.3,1011.3,14.8,2024-12-19 12:09:56,2024-12-19 12:09:56,-4.399999999999999,-4.399999999999999
332,El Poblado,Colombia,21.2,2024-01-20 00:00:00,Total,8.3,1005.7,12.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.9000000000000021,-1.9000000000000021
333,Buenos Aires,Colombia,25.7,2024-01-22 00:00:00,Parcial,5.9,1024.9,7.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.599999999999998,-8.599999999999998
334,Castilla,Colombia,23.3,2024-01-23 00:00:00,Total,0.1,1015.2,2.6,2024-12-19 12:09:56,2024-12-19 12:09:56,5.400000000000002,5.400000000000002
335,El Poblado,Colombia,18.6,2024-01-21 00:00:00,Total,3.6,1002.0,11.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.799999999999997,-5.799999999999997
336,Aranjuez,Colombia,19.7,2024-01-22 00:00:00,Total,2.9,1014.1,4.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.300000000000001,-5.300000000000001
337,Laureles,Colombia,21.7,2024-01-14 00:00:00,Parcial,0.9,1002.0,7.8,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.100000000000001,-10.100000000000001
338,Aranjuez,Colombia,33.3,2024-01-22 00:00:00,Total,10.8,1020.2,8.5,2024-12-19 12:09:56,2024-12-19 12:09:56,13.599999999999998,13.599999999999998
339,Laureles,Colombia,18.7,2024-01-23 00:00:00,Total,2.4,1002.1,0.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.6000000000000014,-3.6000000000000014
340,Belen,Colombia,32.1,2024-01-21 00:00:00,Mínima,4.8,1022.5,0.7,2024-12-19 12:09:56,2024-12-19 12:09:56,0.8000000000000007,0.8000000000000007
341,Robledo,Colombia,15.2,2024-01-23 00:00:00,Total,0.1,1018.0,5.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-19.000000000000004,-19.000000000000004
342,Robledo,Colombia,22.7,2024-01-22 00:00:00,Total,0.8,1000.2,14.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.100000000000001,-8.100000000000001
343,Robledo,Colombia,34.0,2024-01-18 00:00:00,Mínima,8.2,1002.4,2.4,2024-12-19 12:09:56,2024-12-19 12:09:56,11.600000000000001,11.600000000000001
344,Belen,Colombia,30.1,2024-01-15 00:00:00,Total,3.1,1010.7,8.3,2024-12-19 12:09:56,2024-12-19 12:09:56,9.900000000000002,9.900000000000002
345,Laureles,Colombia,21.5,2024-01-23 00:00:00,Parcial,7.5,1000.3,6.8,2024-12-19 12:09:56,2024-12-19 12:09:56,2.8000000000000007,2.8000000000000007
346,El Poblado,Colombia,28.6,2024-01-16 00:00:00,Mínima,4.1,1002.4,1.9,2024-12-19 12:09:56,2024-12-19 12:09:56,6.700000000000003,6.700000000000003
347,Belen,Colombia,27.2,2024-01-21 00:00:00,Total,1.6,1006.0,13.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-4.900000000000002,-4.900000000000002
348,Robledo,Colombia,21.8,2024-01-24 00:00:00,Total,2.2,1017.7,10.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.599999999999998,-8.599999999999998
349,Aranjuez,Colombia,23.7,2024-01-17 00:00:00,Total,5.8,1012.1,4.8,2024-12-19 12:09:56,2024-12-19 12:09:56,7.899999999999999,7.899999999999999
350,Castilla,Colombia,18.6,2024-01-18 00:00:00,Total,6.3,1009.0,8.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.7999999999999972,-1.7999999999999972
351,Laureles,Colombia,17.6,2024-01-22 00:00:00,Total,1.6,1014.5,0.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.7,-10.7
352,Castilla,Colombia,16.0,2024-01-24 00:00:00,Total,6.4,1001.8,10.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-15.399999999999999,-15.399999999999999
353,Belen,Colombia,32.0,2024-01-25 00:00:00,Mínima,6.0,1008.5,4.1,2024-12-19 12:09:56,2024-12-19 12:09:56,15.2,15.2
354,Laureles,Colombia,15.8,2024-01-25 00:00:00,Total,2.3,1018.8,12.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-14.0,-14.0
355,Robledo,Colombia,29.5,2024-01-23 00:00:00,Total,6.1,1010.7,12.8,2024-12-19 12:09:56,2024-12-19 12:09:56,14.3,14.3
356,Robledo,Colombia,21.5,2024-01-24 00:00:00,Total,2.6,1006.0,10.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.3000000000000007,-0.3000000000000007
357,Laureles,Colombia,26.0,2024-01-19 00:00:00,Total,3.6,1009.7,13.5,2024-12-19 12:09:56,2024-12-19 12:09:56,5.0,5.0
358,Castilla,Colombia,26.0,2024-01-19 00:00:00,Total,2.7,1007.0,10.1,2024-12-19 12:09:56,2024-12-19 12:09:56,5.0,5.0
359,Aranjuez,Colombia,21.9,2024-01-24 00:00:00,Total,4.4,1019.2,12.3,2024-12-19 12:09:56,2024-12-19 12:09:56,3.3999999999999986,3.3999999999999986
360,Buenos Aires,Colombia,17.1,2024-01-26 00:00:00,Total,3.8,1014.1,12.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.6999999999999993,-1.6999999999999993
361,Laureles,Colombia,16.1,2024-01-26 00:00:00,Total,9.9,1006.3,3.8,2024-12-19 12:09:56,2024-12-19 12:09:56,-9.299999999999997,-9.299999999999997
362,Buenos Aires,Colombia,17.9,2024-01-27 00:00:00,Total,2.6,1022.0,1.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.8000000000000007,-1.8000000000000007
363,Aranjuez,Colombia,25.7,2024-01-24 00:00:00,Parcial,10.5,1010.2,7.2,2024-12-19 12:09:56,2024-12-19 12:09:56,3.8000000000000007,3.8000000000000007
364,Aranjuez,Colombia,24.7,2024-01-25 00:00:00,Total,9.4,1016.1,11.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.5,-6.5
365,Robledo,Colombia,22.9,2024-01-20 00:00:00,Total,3.4,1011.0,13.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.5,-6.5
366,Laureles,Colombia,26.4,2024-01-28 00:00:00,Total,3.1,1009.7,4.2,2024-12-19 12:09:56,2024-12-19 12:09:56,10.399999999999999,10.399999999999999
367,Aranjuez,Colombia,33.6,2024-01-27 00:00:00,Mínima,7.0,1004.7,0.4,2024-12-19 12:09:56,2024-12-19 12:09:56,15.900000000000002,15.900000000000002
368,Laureles,Colombia,17.4,2024-01-21 00:00:00,Total,9.0,1012.0,7.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.900000000000002,-8.900000000000002
369,Belen,Colombia,21.4,2024-01-28 00:00:00,Parcial,0.9,1008.8,9.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-7.900000000000002,-7.900000000000002
370,Robledo,Colombia,20.3,2024-01-20 00:00:00,Parcial,1.9,1010.5,9.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.599999999999998,-2.599999999999998
371,Robledo,Colombia,21.2,2024-01-21 00:00:00,Parcial,8.2,1010.4,5.9,2024-12-19 12:09:56,2024-12-19 12:09:56,3.599999999999998,3.599999999999998
372,Aranjuez,Colombia,26.7,2024-01-22 00:00:00,Total,2.9,1009.3,2.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.599999999999998,-6.599999999999998
373,Aranjuez,Colombia,20.3,2024-01-26 00:00:00,Total,9.5,1006.5,13.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-7.0,-7.0
374,Belen,Colombia,19.8,2024-01-25 00:00:00,Total,9.1,1000.3,7.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-12.2,-12.2
375,Aranjuez,Colombia,25.1,2024-01-26 00:00:00,Total,3.3,1025.0,0.1,2024-12-19 12:09:56,2024-12-19 12:09:56,4.800000000000001,4.800000000000001
376,Belen,Colombia,24.6,2024-01-23 00:00:00,Total,1.6,1016.9,10.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.599999999999998,-5.599999999999998
377,El Poblado,Colombia,24.7,2024-01-27 00:00:00,Total,5.6,1024.0,2.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.2,-10.2
378,Buenos Aires,Colombia,27.6,2024-01-25 00:00:00,Total,6.1,1016.1,2.7,2024-12-19 12:09:56,2024-12-19 12:09:56,5.300000000000001,5.300000000000001
379,Belen,Colombia,21.6,2024-01-28 00:00:00,Total,0.1,1008.0,3.7,2024-12-19 12:09:56,2024-12-19 12:09:56,0.20000000000000284,0.20000000000000284
380,Robledo,Colombia,32.7,2024-01-22 00:00:00,Total,10.3,1018.6,13.9,2024-12-19 12:09:56,2024-12-19 12:09:56,10.000000000000004,10.000000000000004
381,Aranjuez,Colombia,33.0,2024-01-23 00:00:00,Mínima,6.0,1007.4,2.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.3999999999999986,-1.3999999999999986
382,El Poblado,Colombia,22.1,2024-01-29 00:00:00,Parcial,1.0,1020.0,9.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.5,-6.5
383,El Poblado,Colombia,32.2,2024-01-29 00:00:00,Total,5.5,1002.5,6.4,2024-12-19 12:09:56,2024-12-19 12:09:56,10.100000000000001,10.100000000000001
384,Belen,Colombia,15.6,2024-01-27 00:00:00,Total,2.2,1005.6,9.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-18.699999999999996,-18.699999999999996
385,Buenos Aires,Colombia,34.1,2024-01-24 00:00:00,Mínima,0.2,1014.9,2.0,2024-12-19 12:09:56,2024-12-19 12:09:56,5.5,5.5
386,Castilla,Colombia,31.5,2024-01-26 00:00:00,Total,0.8,1000.8,5.6,2024-12-19 12:09:56,2024-12-19 12:09:56,9.0,9.0
387,El Poblado,Colombia,30.2,2024-01-25 00:00:00,Mínima,6.1,1016.5,3.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.10000000000000142,-0.10000000000000142
388,Robledo,Colombia,19.1,2024-01-30 00:00:00,Total,6.3,1010.6,14.4,2024-12-19 12:09:56,2024-12-19 12:09:56,1.2000000000000028,1.2000000000000028
389,Buenos Aires,Colombia,33.4,2024-01-31 00:00:00,Mínima,4.2,1007.7,2.1,2024-12-19 12:09:56,2024-12-19 12:09:56,0.3999999999999986,0.3999999999999986
390,Aranjuez,Colombia,24.4,2024-01-29 00:00:00,Total,5.9,1018.1,3.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-9.399999999999999,-9.399999999999999
391,Aranjuez,Colombia,31.7,2024-01-26 00:00:00,Total,2.6,1014.6,13.7,2024-12-19 12:09:56,2024-12-19 12:09:56,6.599999999999998,6.599999999999998
392,Laureles,Colombia,17.7,2024-01-30 00:00:00,Total,5.0,1010.5,4.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-15.8,-15.8
393,Laureles,Colombia,27.3,2024-01-31 00:00:00,Total,10.6,1012.7,1.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.1999999999999993,-3.1999999999999993
394,Buenos Aires,Colombia,25.1,2024-01-28 00:00:00,Parcial,10.3,1005.9,8.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.599999999999998,-2.599999999999998
395,Belen,Colombia,20.7,2024-01-24 00:00:00,Total,8.0,1014.6,2.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-4.900000000000002,-4.900000000000002
396,Aranjuez,Colombia,29.1,2024-02-01 00:00:00,Total,4.7,1005.4,13.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.799999999999997,-3.799999999999997
397,Buenos Aires,Colombia,27.3,2024-01-30 00:00:00,Total,0.2,1021.1,1.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.099999999999998,-5.099999999999998
398,Laureles,Colombia,15.4,2024-02-01 00:00:00,Total,5.8,1006.9,2.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.799999999999999,-5.799999999999999
399,El Poblado,Colombia,19.9,2024-01-31 00:00:00,Total,2.3,1012.9,10.9,2024-12-19 12:09:56,2024-12-19 12:09:56,1.0999999999999979,1.0999999999999979
400,Laureles,Colombia,25.6,2024-01-27 00:00:00,Total,4.0,1014.1,4.2,2024-12-19 12:09:56,2024-12-19 12:09:56,7.700000000000003,7.700000000000003
401,El Poblado,Colombia,23.5,2024-01-01 00:00:00,Total,9.6,1016.1,1.0,2024-12-19 12:11:09,2024-12-19 12:11:09,,
402,Belen,Colombia,21.4,2024-01-01 00:00:00,Total,8.7,1012.5,13.1,2024-12-19 12:11:09,2024-12-19 12:11:09,3.3999999999999986,3.3999999999999986
403,Buenos Aires,Colombia,30.4,2024-01-01 00:00:00,Total,1.9,1010.6,7.6,2024-12-19 12:11:09,2024-12-19 12:11:09,6.799999999999997,6.799999999999997
404,Castilla,Colombia,26.7,2024-01-01 00:00:00,Total,4.7,1009.3,10.6,2024-12-19 12:11:09,2024-12-19 12:11:09,9.599999999999998,9.599999999999998
405,Castilla,Colombia,17.4,2024-01-02 00:00:00,Total,6.8,1003.1,2.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.200000000000003,-13.200000000000003
406,Aranjuez,Colombia,16.7,2024-01-01 00:00:00,Total,7.4,1000.0,5.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.8,-9.8
407,Robledo,Colombia,22.2,2024-01-02 00:00:00,Parcial,8.0,1006.7,7.1,2024-12-19 12:11:09,2024-12-19 12:11:09,5.0,5.0
408,Buenos Aires,Colombia,17.0,2024-01-01 00:00:00,Total,0.7,1015.3,11.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.399999999999999,-13.399999999999999
409,Belen,Colombia,31.5,2024-01-02 00:00:00,Total,4.9,1015.8,6.7,2024-12-19 12:11:09,2024-12-19 12:11:09,3.1999999999999993,3.1999999999999993
410,Laureles,Colombia,21.6,2024-01-02 00:00:00,Parcial,5.3,1001.0,6.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.1999999999999993,-2.1999999999999993
411,Robledo,Colombia,22.3,2024-01-01 00:00:00,Total,7.8,1010.1,2.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.0,-9.0
412,Aranjuez,Colombia,15.6,2024-01-03 00:00:00,Total,4.9,1003.2,1.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.5999999999999996,-1.5999999999999996
413,Laureles,Colombia,22.7,2024-01-04 00:00:00,Total,8.5,1007.4,13.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.6999999999999993,-2.6999999999999993
414,Buenos Aires,Colombia,27.7,2024-01-03 00:00:00,Parcial,9.8,1018.1,9.9,2024-12-19 12:11:09,2024-12-19 12:11:09,10.0,10.0
415,Robledo,Colombia,30.1,2024-01-02 00:00:00,Total,9.1,1010.3,14.1,2024-12-19 12:11:09,2024-12-19 12:11:09,7.900000000000002,7.900000000000002
416,Robledo,Colombia,26.2,2024-01-04 00:00:00,Total,3.0,1023.5,11.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.300000000000001,-7.300000000000001
417,Belen,Colombia,20.1,2024-01-02 00:00:00,Parcial,6.4,1019.3,9.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.399999999999999,-11.399999999999999
418,El Poblado,Colombia,23.2,2024-01-03 00:00:00,Total,0.9,1019.6,13.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.099999999999998,-9.099999999999998
419,El Poblado,Colombia,29.9,2024-01-04 00:00:00,Total,8.0,1008.8,10.3,2024-12-19 12:11:09,2024-12-19 12:11:09,9.599999999999998,9.599999999999998
420,Buenos Aires,Colombia,22.2,2024-01-02 00:00:00,Parcial,7.4,1022.8,5.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.3,-9.3
421,Laureles,Colombia,33.9,2024-01-05 00:00:00,Mínima,8.8,1012.4,3.1,2024-12-19 12:11:09,2024-12-19 12:11:09,6.0,6.0
422,Aranjuez,Colombia,16.4,2024-01-06 00:00:00,Total,9.9,1014.2,8.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.100000000000001,-4.100000000000001
423,Castilla,Colombia,27.0,2024-01-05 00:00:00,Total,4.2,1008.5,3.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.8000000000000007,-3.8000000000000007
424,Robledo,Colombia,17.9,2024-01-06 00:00:00,Total,6.3,1007.5,14.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.300000000000001,-5.300000000000001
425,Castilla,Colombia,20.1,2024-01-03 00:00:00,Total,5.0,1000.6,0.5,2024-12-19 12:11:09,2024-12-19 12:11:09,0.3000000000000007,0.3000000000000007
426,Robledo,Colombia,16.3,2024-01-04 00:00:00,Total,4.4,1007.5,0.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.899999999999999,-9.899999999999999
427,Laureles,Colombia,27.1,2024-01-03 00:00:00,Parcial,0.3,1021.2,7.0,2024-12-19 12:11:09,2024-12-19 12:11:09,5.300000000000001,5.300000000000001
428,El Poblado,Colombia,20.4,2024-01-05 00:00:00,Total,10.4,1000.8,10.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.3000000000000007,-1.3000000000000007
429,Laureles,Colombia,20.2,2024-01-06 00:00:00,Parcial,3.7,1005.9,7.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.199999999999999,-5.199999999999999
430,Laureles,Colombia,22.1,2024-01-03 00:00:00,Total,10.8,1005.8,4.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.0,-5.0
431,Belen,Colombia,15.5,2024-01-07 00:00:00,Total,7.1,1021.9,11.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-19.299999999999997,-19.299999999999997
432,Castilla,Colombia,19.1,2024-01-04 00:00:00,Total,0.1,1003.3,0.4,2024-12-19 12:11:09,2024-12-19 12:11:09,0.8000000000000007,0.8000000000000007
433,Buenos Aires,Colombia,15.1,2024-01-05 00:00:00,Total,0.2,1019.5,1.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.299999999999999,-10.299999999999999
434,Castilla,Colombia,17.8,2024-01-03 00:00:00,Total,8.9,1004.7,13.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.3000000000000007,-2.3000000000000007
435,El Poblado,Colombia,20.2,2024-01-07 00:00:00,Total,10.6,1020.3,4.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.900000000000002,-13.900000000000002
436,Robledo,Colombia,23.7,2024-01-04 00:00:00,Total,8.3,1014.6,3.2,2024-12-19 12:11:09,2024-12-19 12:11:09,7.399999999999999,7.399999999999999
437,Aranjuez,Colombia,28.0,2024-01-08 00:00:00,Parcial,5.9,1009.0,9.8,2024-12-19 12:11:09,2024-12-19 12:11:09,9.399999999999999,9.399999999999999
438,Castilla,Colombia,16.9,2024-01-07 00:00:00,Total,0.7,1017.0,6.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-15.100000000000001,-15.100000000000001
439,Buenos Aires,Colombia,31.1,2024-01-09 00:00:00,Total,3.4,1008.0,12.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.1999999999999957,-2.1999999999999957
440,El Poblado,Colombia,16.1,2024-01-06 00:00:00,Total,4.7,1024.9,0.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.799999999999997,-5.799999999999997
441,Robledo,Colombia,28.5,2024-01-10 00:00:00,Total,9.8,1002.8,8.1,2024-12-19 12:11:09,2024-12-19 12:11:09,5.199999999999999,5.199999999999999
442,Robledo,Colombia,30.3,2024-01-07 00:00:00,Total,7.6,1004.2,8.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.6999999999999993,-3.6999999999999993
443,Belen,Colombia,31.3,2024-01-08 00:00:00,Total,6.0,1010.4,6.6,2024-12-19 12:11:09,2024-12-19 12:11:09,1.1000000000000014,1.1000000000000014
444,Laureles,Colombia,15.8,2024-01-09 00:00:00,Total,8.2,1014.1,7.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.7,-10.7
445,El Poblado,Colombia,19.8,2024-01-08 00:00:00,Total,2.9,1016.5,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-15.099999999999998,-15.099999999999998
446,Belen,Colombia,26.3,2024-01-11 00:00:00,Parcial,6.6,1008.9,9.8,2024-12-19 12:11:09,2024-12-19 12:11:09,10.2,10.2
447,Castilla,Colombia,25.6,2024-01-10 00:00:00,Parcial,3.8,1017.7,8.8,2024-12-19 12:11:09,2024-12-19 12:11:09,10.3,10.3
448,Aranjuez,Colombia,30.7,2024-01-05 00:00:00,Total,5.7,1008.7,6.5,2024-12-19 12:11:09,2024-12-19 12:11:09,7.399999999999999,7.399999999999999
449,Buenos Aires,Colombia,19.0,2024-01-08 00:00:00,Total,10.2,1005.5,12.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.399999999999999,-8.399999999999999
450,El Poblado,Colombia,23.3,2024-01-09 00:00:00,Total,0.3,1007.7,10.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.399999999999999,-4.399999999999999
451,El Poblado,Colombia,17.1,2024-01-06 00:00:00,Total,6.8,1002.7,3.8,2024-12-19 12:11:09,2024-12-19 12:11:09,1.0,1.0
452,Buenos Aires,Colombia,21.0,2024-01-07 00:00:00,Total,3.2,1019.8,0.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.399999999999999,-6.399999999999999
453,Laureles,Colombia,25.9,2024-01-05 00:00:00,Total,7.2,1021.0,2.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.0,-8.0
454,Castilla,Colombia,34.3,2024-01-12 00:00:00,Mínima,8.5,1018.3,0.5,2024-12-19 12:11:09,2024-12-19 12:11:09,10.599999999999998,10.599999999999998
455,Robledo,Colombia,27.9,2024-01-13 00:00:00,Total,9.8,1024.2,12.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.200000000000003,-6.200000000000003
456,Belen,Colombia,22.4,2024-01-06 00:00:00,Total,0.2,1024.1,14.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.400000000000002,-5.400000000000002
457,Castilla,Colombia,15.5,2024-01-09 00:00:00,Total,0.4,1010.3,5.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-12.899999999999999,-12.899999999999999
458,Castilla,Colombia,31.5,2024-01-07 00:00:00,Total,7.6,1008.7,12.7,2024-12-19 12:11:09,2024-12-19 12:11:09,14.600000000000001,14.600000000000001
459,Belen,Colombia,25.8,2024-01-10 00:00:00,Total,1.0,1012.6,14.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.099999999999998,-8.099999999999998
460,Belen,Colombia,27.9,2024-01-11 00:00:00,Total,7.4,1009.8,10.3,2024-12-19 12:11:09,2024-12-19 12:11:09,1.5999999999999979,1.5999999999999979
461,Belen,Colombia,30.1,2024-01-10 00:00:00,Total,3.5,1020.6,9.7,2024-12-19 12:11:09,2024-12-19 12:11:09,4.300000000000001,4.300000000000001
462,Aranjuez,Colombia,22.5,2024-01-08 00:00:00,Total,3.4,1004.5,12.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.5,-5.5
463,Buenos Aires,Colombia,31.6,2024-01-14 00:00:00,Total,6.8,1007.8,14.7,2024-12-19 12:11:09,2024-12-19 12:11:09,11.0,11.0
464,Belen,Colombia,16.9,2024-01-11 00:00:00,Total,3.8,1020.3,13.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.0,-11.0
465,Aranjuez,Colombia,34.0,2024-01-15 00:00:00,Total,7.6,1021.7,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,13.399999999999999,13.399999999999999
466,Robledo,Colombia,31.9,2024-01-04 00:00:00,Total,4.1,1013.4,12.6,2024-12-19 12:11:09,2024-12-19 12:11:09,8.2,8.2
467,Laureles,Colombia,26.0,2024-01-12 00:00:00,Total,4.5,1019.1,14.0,2024-12-19 12:11:09,2024-12-19 12:11:09,3.0,3.0
468,Aranjuez,Colombia,24.9,2024-01-12 00:00:00,Total,8.4,1021.0,3.9,2024-12-19 12:11:09,2024-12-19 12:11:09,8.2,8.2
469,El Poblado,Colombia,29.9,2024-01-09 00:00:00,Total,5.3,1024.4,8.1,2024-12-19 12:11:09,2024-12-19 12:11:09,6.599999999999998,6.599999999999998
470,El Poblado,Colombia,18.1,2024-01-10 00:00:00,Total,6.9,1012.9,0.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.2,-11.2
471,Robledo,Colombia,29.3,2024-01-05 00:00:00,Total,2.9,1016.8,9.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.9999999999999964,-4.9999999999999964
472,Buenos Aires,Colombia,34.2,2024-01-11 00:00:00,Mínima,5.4,1007.8,0.7,2024-12-19 12:11:09,2024-12-19 12:11:09,19.000000000000004,19.000000000000004
473,Belen,Colombia,32.1,2024-01-06 00:00:00,Total,0.2,1013.4,8.1,2024-12-19 12:11:09,2024-12-19 12:11:09,9.700000000000003,9.700000000000003
474,Aranjuez,Colombia,30.7,2024-01-13 00:00:00,Total,4.6,1003.7,8.9,2024-12-19 12:11:09,2024-12-19 12:11:09,1.0,1.0
475,El Poblado,Colombia,16.8,2024-01-16 00:00:00,Total,1.3,1011.8,10.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.8,-11.8
